tick,population,mean_wealth,gini,moran_i,mean_age,avg_displacement,avg_exploration
10,10,14.9,0.3375838926174495,0.0,8.1,3.9,6.1
20,10,15.9,0.37924528301886773,0.0,12.9,4.5,8.4
