tick,population,mean_wealth,gini,moran_i,mean_age,avg_displacement,avg_exploration
10,250,17.852,0.34903428187317953,0.18076537564002043,8.072,4.02,5.996
20,250,25.12,0.38468917197452224,0.09741398034092846,15.296,5.504,10.452
30,250,33.384,0.40028564581835613,0.2326815247556858,22.684,6.588,14.552
40,250,42.136,0.40542775773685213,0.15960242928297455,31.304,7.716,19.204
50,250,51.032,0.4104480326069917,0.08548589802415713,40.316,9.056,24.224
60,250,58.928,0.4260619060548465,0.035626076171542224,48.976,9.668,28.32
70,250,58.196,0.4690788370334731,0.15908947847157778,47.732,8.852,26.66
80,250,56.336,0.5096188582788981,0.39460104426378323,43.616,7.716,23.824
90,250,49.0,0.5337364897959183,0.17463565990242758,38.02,7.148,21.068
100,250,42.604,0.5182390385879261,0.08313548256142904,27.892,6.796,17.496
110,250,39.808,0.48737942122186495,0.18371914856279445,28.032,7.88,17.876
120,250,42.412,0.46365330566820706,0.1409975327898991,31.628,8.432,19.924
130,250,47.032,0.4659370641265521,0.16881052312504635,36.424,8.596,22.156
140,250,48.948,0.4737831167769879,0.029190512965455682,40.204,8.34,23.524
150,250,50.812,0.4834180902149099,0.07507731062056101,43.568,8.58,24.812
160,250,47.94,0.5094304547350854,0.13032269138955233,41.652,7.664,23.104
170,250,45.232,0.5188532012734348,0.21243066950772924,38.256,8.036,21.228
180,250,41.636,0.5255455855509654,0.18596801571751412,31.972,7.216,18.172
190,250,41.364,0.5216412339232182,0.1671140228165722,31.472,7.436,18.372
200,250,40.924,0.49292503176620084,0.13899095593572003,31.164,8.008,18.756
210,250,44.724,0.49093175923441557,0.13402411931615826,36.276,8.28,21.34
220,250,44.976,0.48589256492351485,0.36505787007288665,38.744,8.324,22.22
230,250,44.832,0.5163768736616703,-0.08411362760616894,38.532,8.372,22.384
240,250,45.616,0.519240968081375,0.008089324954030145,39.46,8.816,23.34
250,250,44.408,0.5323682219419925,0.22972121604273152,39.428,8.04,22.592
260,250,42.448,0.5287327553712777,0.7054993569562076,36.756,7.696,20.788
270,250,43.228,0.5140879059868604,0.06801993829893685,34.464,7.812,19.72
280,250,39.3,0.49863450381679386,0.04392440611268751,30.568,7.352,17.652
290,250,41.212,0.4818282053770746,0.2928592592302416,32.452,7.536,18.684
300,250,42.388,0.48161894875908273,0.07614558606081828,34.588,7.568,19.22
310,250,47.08,0.48467697536108756,0.09715590441751586,38.444,8.008,21.384
320,250,50.58,0.4849958086200079,0.12311120154468581,40.712,8.376,23.22
330,250,47.32,0.5098245139475908,0.10631508505150841,37.452,7.636,21.86
340,250,48.196,0.5059510332807702,0.13907058682759982,37.044,7.78,21.892
350,250,43.26,0.5046387424872862,0.20453899207267762,35.06,7.484,20.704
360,250,42.348,0.500402758099556,0.1837828774182138,33.528,7.116,20.124
370,250,38.916,0.512825984171035,0.18951739541444032,30.948,6.676,18.444
380,250,38.556,0.5012648615001556,0.16379343762818696,31.692,7.032,18.444
390,250,40.384,0.49680190174326455,0.26590897193289775,34.66,7.396,20.244
400,250,44.804,0.4884660298187662,0.11243478709381206,40.3,8.172,22.904
410,250,45.492,0.4990046601600282,-0.013759924754667856,40.232,7.992,22.548
420,250,44.388,0.4869644047940884,0.13468228956893985,40.0,7.916,22.26
430,250,45.372,0.49737212377677853,0.15031757368416265,39.388,7.772,22.416
440,250,42.124,0.5052234355711709,0.19025072544506624,37.064,7.5,21.18
450,250,42.372,0.5159350514490701,0.06535399664407038,38.088,8.36,21.772
460,250,42.208,0.522734647460197,0.40607489159137394,33.996,7.764,19.76
470,250,42.752,0.5204850299401198,0.0749610898345061,33.588,7.48,19.66
480,250,43.468,0.5189211373884237,0.14345896806177028,34.888,7.596,20.156
490,250,40.66,0.5116328578455485,0.0009788294163946606,35.364,7.832,20.068
500,250,41.168,0.5269638554216867,0.18014406110881492,37.428,7.852,21.248
