tick,population,mean_wealth,gini,moran_i,mean_age,avg_displacement,avg_exploration
10,250,18.508,0.34460600821266474,0.12723702206850912,8.604,4.32,6.34
20,250,25.328,0.3976373973468099,0.15116424511217258,15.844,5.7,10.664
30,250,33.228,0.4120048152160829,0.11002111383472758,23.304,6.972,14.96
40,250,41.568,0.42770977675134714,0.0742317184314833,31.66,8.164,19.54
50,250,50.316,0.4313999523014549,0.1879865415849138,40.588,9.092,24.14
60,250,58.96,0.43618833107191324,0.19761301212040924,49.68,9.428,28.36
70,250,58.0,0.48777379310344826,0.1506080884875029,49.152,8.76,27.016
80,250,52.1,0.540012284069098,0.15338058393792722,41.284,7.548,23.244
90,250,41.772,0.5507271856746145,0.21818227945918886,33.208,6.188,18.596
100,250,35.372,0.5318480153793961,0.09535104131681317,23.916,6.152,14.692
110,250,37.336,0.507208913649025,0.20077215224012426,26.02,7.168,15.864
120,250,42.576,0.4917872980082676,0.054844090809941515,32.352,7.86,19.108
130,250,45.42,0.4799291941875825,-0.06472042616583348,36.144,8.4,20.836
140,250,48.22,0.48501335545416846,0.017677932182678758,40.028,8.88,22.876
150,250,50.884,0.4929942614574325,0.1587187311893647,42.336,9.072,24.24
160,250,49.852,0.4996649281874348,0.12857121251760228,41.384,8.464,23.276
170,250,45.952,0.5184491643454039,0.07404655729227468,37.144,8.112,22.136
180,250,41.208,0.5048611920015531,0.254947700656624,32.7,7.432,19.708
190,250,40.168,0.4699741087432783,0.21000351358808855,31.772,8.116,20.008
200,250,42.708,0.45138109955980155,0.1696583665625089,33.616,8.708,20.992
210,250,43.984,0.4625194616224082,0.31281784632886767,36.296,8.664,21.884
220,250,49.7,0.46614696177062376,0.20036893315591855,39.668,8.752,23.668
230,250,48.396,0.48821853045706254,0.18566485667210297,38.416,9.06,23.296
240,250,47.256,0.5129879803622821,-0.011790608916506134,40.28,9.176,24.004
250,250,45.04,0.5219765541740675,0.18860481430070475,36.704,8.776,22.128
260,250,46.48,0.5161452667814113,0.127956613296159,37.356,8.608,22.456
270,250,44.66,0.4973051500223915,0.20986892809382537,35.768,8.184,21.384
280,250,42.804,0.4880489673862256,0.24685510279044476,34.004,8.22,20.6
290,250,44.528,0.48972691340280283,0.12168816545225028,34.476,8.56,21.244
300,250,43.24,0.48977169287696576,0.04498818787894864,34.72,8.476,21.244
310,250,46.772,0.4800571281963568,0.24802356291005082,38.24,8.716,22.968
320,250,47.872,0.4970949197860963,0.1880932004683387,37.812,8.668,22.584
330,250,47.632,0.4992327846825664,0.025240935470180498,39.396,8.848,23.528
340,250,44.02,0.48861899136756026,0.11526144174349004,36.056,8.184,21.368
350,250,42.868,0.49411402444714003,0.2401672205375243,35.864,7.88,21.176
360,250,43.008,0.49909449404761896,0.1672786440446112,35.192,7.96,21.104
370,250,41.172,0.49177149519090646,0.07081474368241081,32.728,7.58,19.512
380,250,42.688,0.48087106446776606,0.2917206526724693,35.176,8.052,20.62
390,250,43.188,0.4762311753264796,0.11790243955867755,35.408,7.96,20.956
400,250,43.436,0.4774203886177364,0.16624295901145764,35.044,7.876,20.492
410,250,46.64,0.4796933104631218,0.2028782206699199,37.06,7.876,21.424
420,250,49.268,0.48617000893074613,0.26465666885178246,38.4,8.292,22.728
430,250,47.152,0.4860047505938243,0.0827878700314479,37.06,8.052,22.284
440,250,44.372,0.5049847651672226,0.212208594632075,35.356,7.568,20.856
450,250,44.432,0.5049384227583724,0.024564352771677376,34.516,7.912,20.348
460,250,45.448,0.5034550255236754,0.08984831996668775,34.724,8.08,20.232
470,250,47.316,0.5077267731845465,-0.007270307005466926,37.144,7.856,20.988
480,250,46.548,0.493148749677752,0.17907534451470877,36.664,7.788,21.252
490,250,46.752,0.48908829568788503,0.14505695166076385,39.212,8.076,22.688
500,250,47.652,0.4902130445731554,0.2769716365939731,37.212,7.9,21.7
