tick,population,mean_wealth,gini,moran_i,mean_age,avg_displacement,avg_exploration,utilitarian_welfare,average_welfare,rawlsian_welfare,nash_welfare,welfare_gini,gini_adjusted_welfare,atkinson_index_05,atkinson_adjusted_05,survival_rate,mean_lifespan_utilization,welfare_std,welfare_median,welfare_max,welfare_min
10,500,13.366,0.30701271883884473,0.11863359731681973,6.654,3.19,4.578,5759.22034161813,11.51844068323626,1.2599210498948732,10.146316425093918,0.25226500623820436,8.61274117242528,0.05585158468628937,10.87511751796249,1.0,0.08385472705881909,5.125276685391484,11.563763250302529,27.276363393971707,1.2599210498948732
20,500,13.724,0.33407577965607693,0.009657627461341954,11.936,4.38,6.944,5889.712081467037,11.779424162934074,1.3459001926323562,10.39340016251247,0.2560936966525855,8.7627878846095,0.05614104806933895,11.118114944773659,1.0,0.1511525313836056,5.386561640191529,11.878025184268378,32.984845004941285,1.3459001926323562
30,500,14.584,0.33689742183214477,0.02461164077158583,17.6,5.306,9.172,6234.25409597415,12.4685081919483,1.5650845800732873,10.932418019630639,0.2519054097952049,9.327623526320695,0.05755525669435535,11.750880002365044,1.0,0.22338414081469368,5.70823885410945,12.467418950122223,40.496913462633174,1.5650845800732873
40,500,15.502,0.33661643658882734,0.04077834221121735,23.986,6.072,11.492,6726.829798067638,13.453659596135276,1.0,11.910531505246896,0.24497290571237884,10.157877512404788,0.054257244116537096,12.723701103166972,1.0,0.3037973747358213,6.186615972748736,13.303635636571288,47.90615826801394,1.0
50,500,16.236,0.351010101010101,0.05644245965905368,31.032,6.76,13.72,7052.23888527999,14.104477770559981,1.5518455739153598,12.474168819380452,0.24616702355244335,10.63242045901963,0.05574489587625164,13.318225125851209,1.0,0.3929437603912761,6.872549765556898,13.742148997753752,57.688820407423826,1.5518455739153598
60,500,16.766,0.3606095669807945,0.01820000084460434,37.306,7.226,15.298,7259.144163069626,14.518288326139253,1.0,12.771671322850946,0.25495770206959545,10.816738896522956,0.05956661423850396,13.65348304601274,1.0,0.47033424913347194,7.703675697006592,13.993190657180868,67.0820393249937,1.0
70,500,17.316,0.3664841764841764,-0.012707842996401831,39.908,7.078,15.61,7404.092936029068,14.808185872058136,1.0,12.806334907687905,0.2696269410555192,10.815500012793544,0.06667473570146543,13.820853992820485,1.0,0.48862764298339423,8.293058107134085,14.268735179744631,66.40783086353596,1.0
80,500,16.81,0.3659671624033314,0.0757259728159053,40.382,6.662,15.862,7433.831160934596,14.867662321869192,1.0,12.811408391450483,0.2731148513313766,10.80708293718678,0.06884092953089616,13.844158627680235,1.0,0.48390581276428396,8.696251832602902,14.259988238388217,73.1983606373804,1.0
90,500,16.606,0.36582078766710824,0.09026548822927678,36.926,6.342,14.782,7372.881976738375,14.74576395347675,1.0,12.669695671808286,0.27426392437701597,10.701532863659075,0.06973091496342154,13.717528341166176,1.0,0.43807712212841,8.725216605681311,14.164129879389295,79.91245209602819,1.0
100,500,15.62,0.3534258642765684,0.09001099394768214,27.786,5.584,11.428,6782.417616604067,13.564835233208134,1.148698354997035,11.68599500012458,0.2701491596075123,9.900306394742584,0.06722427759846872,12.652948983913461,1.0,0.3346071163000407,7.500231142039018,13.232323524854671,75.90783885739339,1.148698354997035
110,500,15.214,0.3508513211515709,0.0489962973543429,26.688,5.774,11.232,6806.062639654254,13.612125279308508,1.0,11.583876615688812,0.28434063037437096,9.741644996655015,0.07378735461792774,12.607722564220513,1.0,0.32600675995815054,8.2967856477244,12.849937900136805,88.90444308357148,1.0
120,500,15.294,0.34892454557342756,-0.0075051721202419285,26.69,5.982,11.76,6853.147958399013,13.706295916798027,1.4309690811052556,11.799081982521008,0.2736499007485931,9.9555693995354,0.06879658340551142,12.76334958657741,1.0,0.32600047948805666,8.09768843062446,13.18703606522214,100.39920318408906,1.4309690811052556
130,500,14.828,0.3519271648233073,0.059446971964603475,26.952,6.204,12.024,6643.466194652165,13.28693238930433,1.0,11.583027493454093,0.26227935201173125,9.802044372013906,0.06200656529339965,12.463055348557944,1.0,0.3325062140979406,6.907406803291804,12.84523257866513,71.4142842854285,1.0
140,500,15.158,0.3293793376434886,0.007800356629451417,29.688,6.478,12.896,6830.4646422963015,13.660929284592603,1.4422495703074083,12.002009919424827,0.25605643814842693,10.162960390182283,0.059560349912518684,12.847279556272094,1.0,0.369780121355936,7.242002568511853,12.932587148290953,80.79603950689662,1.4422495703074083
150,500,15.212,0.35572863528793053,0.10260232044034695,33.076,6.958,13.908,6943.183811736202,13.886367623472404,2.0,11.988612373545685,0.2781286329675958,10.024171179470542,0.06855627090700878,12.934370042763314,1.0,0.41278625749940134,8.074722082036352,12.987046945199003,87.54998572244314,2.0
