tick,population,mean_wealth,gini,moran_i,mean_age,avg_displacement,avg_exploration
10,250,18.42,0.3636212812160695,0.27960100939757515,8.752,6.964,7.356
20,250,26.34,0.388228397873956,0.23679413797356758,16.004,8.724,12.292
30,250,35.18,0.38817919272313817,-0.04095652773021753,23.464,9.876,17.452
40,250,44.06,0.402263458919655,0.10065024972680185,32.688,11.068,23.292
50,250,52.856,0.41396761011048877,-0.05002759550230199,42.048,12.476,28.668
60,250,61.888,0.4178029989658738,-0.11462064937935386,50.336,12.772,33.216
70,250,61.68,0.46801245136186775,0.02191135403091422,49.44,12.184,32.208
80,250,53.632,0.527335322195704,0.21284442850789456,42.624,10.724,28.044
90,250,48.496,0.5455321676014517,0.07643493485456898,38.248,10.848,25.648
100,250,38.236,0.514251699968616,0.002583173954498143,26.836,9.484,19.132
110,250,38.24,0.482036820083682,0.15445147849308713,27.756,10.044,20.172
120,250,39.372,0.4680154424464087,0.04349429542790505,31.48,10.556,22.132
130,250,44.62,0.463032900044823,0.06075320933795619,37.352,11.308,25.676
140,250,50.704,0.47082423477437674,0.020606711205849084,42.256,11.16,28.124
150,250,50.696,0.49233580558623946,-0.061520459747222395,42.292,10.272,27.576
160,250,51.724,0.49243863583636216,0.08446002888279969,43.632,10.384,28.0
170,250,43.772,0.4885859453531938,0.05650059359822223,36.656,9.524,23.392
180,250,41.576,0.5011067923802193,0.18265938816108235,32.236,9.068,20.752
190,250,38.924,0.4746846161751104,-0.0037214008504767755,30.324,9.696,19.728
200,250,39.232,0.45571370309951065,0.12178533147083631,31.184,10.672,21.492
210,250,43.564,0.4603562574602884,-0.07255411524688522,35.58,11.364,24.224
220,250,45.208,0.46851247566802345,0.005447677690057705,38.4,11.356,25.372
230,250,46.944,0.4812740286298569,0.07610722639518701,40.936,11.204,27.204
240,250,45.0,0.5054563555555556,0.14927867822855562,41.036,11.22,27.484
250,250,44.136,0.5100873663222767,-0.06552291125232793,40.56,11.332,27.256
260,250,41.488,0.5296544543000385,-0.03750093525830774,36.38,10.412,25.108
270,250,38.96,0.5241043121149898,-0.020088368246110114,33.276,9.616,22.488
280,250,37.096,0.49695579038171234,0.0642218636944543,32.572,9.98,21.464
290,250,41.532,0.4923567369738997,0.08173927636477103,36.532,10.848,24.36
300,250,44.5,0.4724001797752808,0.09689257411659846,39.192,10.784,25.22
310,250,46.372,0.4724530320020701,0.09300560570698371,39.632,11.408,26.436
320,250,46.58,0.4718203520824389,0.019704333930426733,39.244,11.24,26.364
330,250,47.088,0.4615929323819232,0.04069413092641683,38.384,10.964,25.252
340,250,50.924,0.47597423611656575,0.08039252425646846,38.612,11.584,26.252
350,250,47.576,0.48504657810660845,0.25958827521782574,36.648,10.648,24.652
360,250,48.416,0.49693588896232654,-0.07134746048985864,36.052,10.312,24.412
370,250,48.44,0.4901397192402972,-0.0060199796363108815,36.664,10.732,24.596
380,250,51.728,0.48434828332817825,-0.00745915962731088,38.888,10.416,25.516
390,250,49.668,0.4979395989369413,-0.05144093198034245,39.692,10.328,25.952
400,250,44.9,0.49183893095768383,-0.05552927849873932,36.676,9.78,23.692
410,250,45.56,0.48125373134328364,-0.0436547379736475,38.132,10.268,24.516
420,250,45.632,0.4696283309957925,-0.13723614494231565,38.44,10.816,24.876
430,250,43.26,0.4663053166897828,0.0064829821949989735,38.108,10.784,24.32
440,250,42.76,0.4879027128157156,0.09362017506769044,34.956,10.552,23.132
450,250,45.832,0.4873730144876942,0.08912558861148033,37.956,11.22,25.4
460,250,44.504,0.48122236203487323,-0.10130732940711973,36.032,10.964,24.72
470,250,44.704,0.46823693629205443,0.007978691822644058,36.964,11.552,25.68
480,250,47.092,0.48134986834281834,0.03229296574850812,38.076,11.812,26.556
490,250,47.936,0.4732716955941254,0.04159094416287088,38.088,11.5,26.468
500,250,47.516,0.4728697701826754,0.040914066595744925,36.612,11.464,25.276
510,250,50.748,0.46933490975013803,0.17678323815283203,38.26,11.02,25.952
520,250,52.272,0.475163146617692,0.10774698056702663,39.324,11.116,26.716
530,250,49.464,0.4866491994177584,0.170532871789981,36.576,9.784,23.992
540,250,50.424,0.4985073774393145,0.11111801528767558,38.056,9.54,24.688
550,250,46.588,0.4932858246758822,-0.05234487519847709,33.66,9.396,21.924
560,250,44.892,0.49160866078588605,-0.055035742332545545,34.004,9.784,21.736
570,250,47.952,0.48822355689022356,0.09512107038183296,36.928,10.416,23.992
580,250,47.24,0.5017720575783235,-0.06353173814883936,37.64,11.176,24.572
590,250,47.732,0.5044253750104752,-0.05046762376945109,38.472,11.136,25.32
600,250,46.768,0.4857386247006501,-0.026943880804198312,39.244,10.824,25.42
610,250,44.252,0.4923745819397993,0.09406519538598898,35.86,11.176,24.424
620,250,45.5,0.47377547252747254,0.17169222690640729,36.74,11.704,25.128
630,250,45.08,0.46874818101153504,0.024060800075646996,34.376,11.016,23.628
640,250,43.284,0.4761922188337493,0.023984696187975583,34.276,10.76,23.24
650,250,44.024,0.46545229874613847,0.026750854163703347,34.76,11.284,23.636
660,250,44.428,0.4715473125056271,0.06595075878874666,37.588,11.604,25.06
670,250,46.072,0.47926653932974483,-0.009905219472536567,37.272,11.24,25.148
680,250,47.584,0.4784539340954943,0.1117732056607851,39.596,11.072,25.944
690,250,46.036,0.4979098097141368,0.1276451937643924,39.492,11.032,25.592
700,250,44.944,0.49595799216803127,0.20504238197442887,38.764,10.284,25.044
710,250,40.468,0.4999367401403578,0.032968694364578055,36.128,9.82,23.0
720,250,42.36,0.505813031161473,0.05574722327245621,35.808,9.304,22.452
730,250,45.772,0.5021693611815083,0.2808422992913652,38.212,10.184,23.98
740,250,43.796,0.5090711480500503,0.0054718816850104525,35.856,9.692,22.628
750,250,44.652,0.5092584430708591,0.10838504191759818,35.272,10.048,22.524
760,250,46.148,0.5033360492329029,0.09722540686812364,36.748,10.58,23.464
770,250,47.224,0.5014128409283416,0.18522688313976376,38.692,10.676,24.396
780,250,45.188,0.5004468442949455,-0.07298658536290184,36.472,10.18,23.392
790,250,43.152,0.478421950315165,0.002162105383471907,34.512,10.392,22.872
800,250,45.088,0.4804393186657203,0.035645653069688595,35.012,10.544,23.176
810,250,48.756,0.47069488883419486,0.09116085151805449,38.548,11.12,25.98
820,250,50.084,0.48759076751058217,0.13805456204642547,38.492,10.924,26.152
830,250,50.868,0.4806205866163402,-0.03294892960863045,39.148,11.02,26.616
840,250,48.928,0.4873695225637671,0.15927837931638825,37.836,10.52,26.164
850,250,49.564,0.48099459284964885,0.07775558199035741,37.508,10.468,25.788
860,250,49.488,0.4801138053669576,-0.010898178650543253,39.128,11.524,27.028
870,250,49.228,0.4839804989030634,0.10450699358692078,37.324,10.576,25.676
880,250,47.296,0.4837753721244926,0.015920918011972495,37.344,10.528,25.012
890,250,46.468,0.48254764569165887,0.06495556510074811,35.808,10.876,24.072
900,250,49.26,0.47790401948842876,-0.018899904473654142,39.44,11.468,26.148
910,250,46.168,0.48424675099636105,0.17782886970854703,38.052,11.008,25.024
920,250,45.344,0.4964798870853917,0.14323178152348648,38.288,11.452,25.452
930,250,45.368,0.5098190795274202,0.17755086969884765,39.6,11.332,26.076
940,250,46.568,0.5199800721525512,0.06561691469707363,39.468,10.672,25.832
950,250,43.836,0.5251147002463727,0.2795366032189052,37.468,10.252,24.532
960,250,43.028,0.5159375290508506,0.03218642154725741,36.692,10.172,23.812
970,250,41.84,0.5076122370936902,-0.02548190878930987,35.456,10.548,23.032
980,250,38.756,0.4741719475694086,-0.020299722375757428,34.044,10.5,22.412
990,250,42.624,0.46663213213213206,0.13040494913426093,36.408,10.924,23.928
1000,250,44.18,0.47168601177003167,-0.006869748114498519,35.596,10.744,23.952
1010,250,45.908,0.49111475124161363,-0.01459407578772533,37.112,10.716,25.304
1020,250,46.208,0.4983026315789474,0.09076912364435374,38.464,10.328,25.988
1030,250,46.276,0.5066681649235025,-0.027714094261385908,37.76,10.256,25.712
1040,250,45.228,0.5139877951711329,0.18191756458546768,36.344,9.904,24.376
1050,250,43.344,0.5205647840531562,0.03932654343390153,36.396,10.008,24.3
1060,250,40.604,0.517019801004827,0.05808191247302739,34.652,9.668,23.148
1070,250,43.024,0.5077776124953515,0.17873632871962183,34.66,10.62,23.304
1080,250,42.308,0.5121259336295736,0.12620982556090926,34.836,10.356,23.416
1090,250,43.932,0.508065555859055,0.14830597757024516,35.788,10.456,23.66
1100,250,43.716,0.4893238173666392,0.07774677200911258,36.044,10.896,24.3
1110,250,43.82,0.4947238703788224,0.08587772312258961,37.868,10.604,24.652
1120,250,43.992,0.477376250227314,-0.009916066199943436,35.34,10.484,22.564
1130,250,44.148,0.4915158104557398,-0.006878627601483401,35.14,10.468,23.708
1140,250,48.092,0.49376727938118603,0.10867930552826563,37.56,10.64,24.988
1150,250,44.02,0.5020557928214449,0.13070121458365597,36.208,10.528,24.528
1160,250,45.616,0.5076709926341634,-0.01865133005598456,36.416,10.624,24.648
1170,250,46.712,0.49238225723582807,0.08102005613070337,36.128,10.716,24.676
1180,250,44.888,0.4776517554803066,-0.05527226872095482,36.62,10.876,25.116
1190,250,44.34,0.4653318899413621,0.09546593661760289,36.164,10.368,24.684
1200,250,44.692,0.4658197440257765,-0.0031558990496211884,35.176,10.068,23.788
1210,250,44.9,0.4692215590200446,0.16138806290514293,36.316,10.096,24.288
1220,250,46.672,0.4777360301679807,0.08100371532763556,38.716,10.364,25.36
1230,250,46.876,0.4999119378786585,0.14722531715474424,38.764,10.26,25.512
1240,250,46.636,0.49849729822454747,0.22569652113188235,37.88,9.54,24.156
1250,250,41.68,0.5071708253358924,0.010684056453372564,35.224,9.372,22.176
1260,250,40.42,0.5001868381989114,0.04157014229757518,33.98,9.552,21.368
1270,250,40.94,0.4877612115290668,0.10701122819333989,34.768,10.128,21.912
1280,250,42.3,0.48312851063829787,0.024684080626924468,34.88,9.968,22.14
1290,250,44.496,0.4821711614527149,-0.028574738577491973,35.72,10.352,23.784
1300,250,45.616,0.4844075762890214,0.17057442897306677,37.512,11.004,24.928
1310,250,45.956,0.4892836626338237,0.04057236432713998,38.0,11.344,25.244
1320,250,46.528,0.5048975240715268,0.011886944127490284,38.944,10.884,25.472
