tick,population,mean_wealth,gini,moran_i,mean_age,avg_displacement,avg_exploration
10,250,18.28,0.3703317286652079,0.03318487762762571,8.744,6.736,7.404
20,250,25.944,0.3940425531914893,0.07486076889843525,15.956,8.416,12.148
30,250,34.556,0.3970917930316009,0.04470852704462729,23.716,10.416,17.368
40,250,42.932,0.4109072952576167,-0.002753420802716829,32.62,11.992,23.028
50,250,52.12,0.4065092862624713,0.051852015364205896,40.812,12.572,28.032
60,250,60.924,0.4142816623990546,0.08387486565688501,49.068,12.996,32.764
70,250,60.348,0.46131875124279187,0.08249458824117534,48.264,11.94,31.528
80,250,54.448,0.5093540993241257,0.13511943923271905,44.012,10.812,28.6
90,250,48.916,0.5402806443699404,0.17224085406230458,39.696,10.68,25.824
100,250,38.108,0.5353370420908996,0.0024027848816439673,28.508,9.68,19.54
110,250,39.068,0.5011876727756732,-0.02205062948742804,29.8,10.332,20.488
120,250,38.96,0.47298644763860365,-0.037569639147121886,31.044,10.492,20.964
130,250,44.62,0.4560835499775886,0.10782178384335551,36.78,11.26,24.48
140,250,51.252,0.45169780691485206,-0.08770926737062945,41.804,11.62,27.824
150,250,52.084,0.4719032332386146,0.010579376311077245,41.984,11.584,28.896
160,250,54.712,0.4797192572013451,-0.07066507694192227,41.952,11.288,28.916
170,250,54.448,0.4865495151337056,0.03884860997233656,41.692,11.148,28.18
180,250,51.22,0.4981257321358845,0.05292944804546723,38.22,10.704,26.404
190,250,45.372,0.5115856475359253,0.14915304903347393,34.524,10.132,23.416
200,250,43.636,0.5049808415070125,0.10942586134585462,34.076,10.456,23.12
210,250,43.38,0.4832018441678192,0.020884502919020408,34.504,10.456,23.412
220,250,45.488,0.4721857193105874,-0.01611153841423647,37.488,10.96,24.712
230,250,48.444,0.46408488151267435,-0.014423628223995169,39.796,11.216,26.204
240,250,49.388,0.4709532680003239,0.006485540812424884,39.3,11.336,25.828
250,250,50.2,0.4887317928286852,0.03901293922707326,39.096,11.072,26.156
260,250,48.368,0.4995487925901423,0.006324144615980956,37.212,11.012,24.868
270,250,48.28,0.5068838442419221,0.004612302608473239,34.936,10.24,23.408
280,250,42.872,0.5103885053181563,-0.06380944433105097,32.588,10.004,22.352
290,250,42.052,0.49409340816132397,0.08398246264235494,32.732,10.164,22.268
300,250,43.76,0.49291115173674593,0.06145441125878995,35.624,10.464,23.528
310,250,48.292,0.4772364780916094,-0.09519948341464333,38.208,10.88,24.988
320,250,51.548,0.4754270194769923,0.08025682687130377,40.812,11.288,26.272
330,250,52.392,0.49486394869445727,0.05906368062590517,40.12,10.416,25.256
340,250,49.432,0.4960919242595889,0.034915334461001646,38.188,10.556,23.508
350,250,46.724,0.5050345004708501,0.011181257113947652,36.884,10.652,23.536
360,250,48.228,0.4975197810400598,0.06158274911081975,36.964,10.26,23.46
370,250,48.848,0.49874877169996723,-0.024461653819565835,37.728,10.512,23.628
380,250,45.848,0.505621357529227,0.06483870663368746,35.404,10.048,22.384
390,250,44.524,0.4877049681070884,0.05114270015212962,36.732,11.152,23.724
400,250,45.132,0.4842254719489498,0.06298780335613931,35.796,10.632,23.384
410,250,47.18,0.47794251801610854,0.0818576213509513,37.972,10.856,24.772
420,250,42.46,0.4850656617993405,0.029359811700177665,33.896,10.48,22.12
430,250,44.06,0.47041997276441205,0.18630766335375643,35.04,11.096,23.384
440,250,46.304,0.47881202487906016,0.1771200630552637,37.544,11.004,25.14
450,250,45.584,0.4800182520182521,0.0390024726314082,36.572,10.26,24.372
460,250,46.748,0.4942096346367759,0.03168626003826841,38.14,10.248,25.288
470,250,44.936,0.4782282357130141,0.1510659327092423,36.916,9.912,23.62
480,250,43.428,0.4889685916919959,-0.0022076100643325706,37.512,10.152,23.924
490,250,45.444,0.49726080450664556,0.01937259591777262,37.784,10.676,24.572
500,250,45.992,0.48898451904679074,0.1312504070417252,37.576,10.736,24.104
