tick,population,mean_wealth,gini,moran_i,mean_age,avg_displacement,avg_exploration
10,250,18.448,0.3455056374674761,0.09274809273133267,8.68,4.432,6.356
20,250,25.872,0.3861991341991342,0.1366935800874839,15.956,6.284,10.964
30,250,33.412,0.41870800909852757,0.1266436529388078,23.712,7.528,15.344
40,250,42.132,0.42230057913225094,0.08342628180347629,31.732,8.404,19.564
50,250,50.876,0.42714584479911943,0.035709527129707264,41.18,9.144,24.108
60,250,59.504,0.4334057542350094,0.2795510396566566,50.368,10.068,28.624
70,250,58.336,0.4888107515085025,0.19698836637353287,49.528,9.456,27.592
80,250,51.028,0.5318231559144,0.37597669930134797,41.692,7.872,23.364
90,250,41.792,0.5430888208269524,-0.010020580258926036,34.832,7.108,19.296
100,250,36.376,0.5069549153287882,-0.0003485016778986971,26.296,6.328,15.272
110,250,38.368,0.46598999165971633,0.3658473037988354,27.728,7.172,16.772
120,250,43.584,0.4503788546255507,0.35276904144091303,32.388,8.276,19.684
130,250,46.668,0.4567621496528671,0.20212494484223736,34.812,8.468,20.936
140,250,52.148,0.4582032676229193,0.332088465212374,39.728,8.988,24.024
150,250,54.376,0.47787023686920693,0.07872151580118728,42.172,8.888,25.404
160,250,54.484,0.49078364290433885,0.04020912560496309,43.032,8.492,25.528
170,250,47.756,0.5002733897311333,-0.10221798183839335,39.328,8.184,23.224
180,250,45.528,0.5198263925496398,0.1749071260235073,35.064,7.732,21.188
190,250,44.0,0.5156981818181818,0.27853616710851214,33.236,7.64,20.644
200,250,41.568,0.48994380292532713,0.010009339768143881,32.18,7.72,19.692
210,250,40.664,0.47607790674798345,0.16056508092405042,32.676,7.86,19.596
220,250,43.376,0.4668063445223165,0.0211653716347734,34.672,7.968,20.868
230,250,48.316,0.4574368739134034,0.12182612918789297,38.004,8.312,22.472
240,250,48.436,0.47378016351474117,0.225502639128945,39.016,8.076,22.572
250,250,51.352,0.4827437295528898,0.1843094444532391,40.856,8.056,23.248
260,250,46.292,0.4974637518361704,0.31338416535849717,36.04,7.276,20.212
270,250,45.072,0.5042960596379127,0.1893046702731247,35.536,7.324,19.628
280,250,43.888,0.5020991615020052,0.03742788705641015,34.892,7.576,19.564
290,250,44.768,0.4908856325947104,0.18757021982973077,35.876,7.632,20.144
300,250,44.456,0.4909188411013137,0.15698998888722698,35.296,7.56,20.444
310,250,44.592,0.4920473627556512,0.1918592014518103,34.584,7.632,20.66
320,250,44.364,0.4996696420521143,0.0021189315432125263,35.272,7.992,20.9
330,250,47.124,0.5022116967999322,0.13378278448144515,37.732,8.304,21.688
340,250,46.208,0.5050574792243767,0.23587147424960297,35.248,7.884,20.636
350,250,49.56,0.5057317191283293,0.1788401716386063,37.684,8.24,22.236
360,250,48.28,0.5049106876553437,0.1837549071549408,37.72,8.508,22.276
370,250,47.468,0.5091089576135501,0.2062987277843597,37.084,8.348,21.96
380,250,43.172,0.4999495969609933,0.281112583474217,34.504,8.24,20.196
390,250,45.312,0.49337782485875703,0.14792088346659285,35.676,8.196,21.208
400,250,42.056,0.4872969374167777,0.015699439033430608,34.068,8.208,20.664
410,250,43.656,0.4809990837456477,0.23493487657348652,34.888,7.956,21.012
420,250,44.596,0.47834998654587846,0.11155226860169047,36.084,7.852,21.696
430,250,44.268,0.470623294479082,0.2013433369591122,37.264,7.872,22.096
440,250,45.512,0.4780734751274389,-0.0891406096028835,38.38,8.4,22.808
450,250,46.18,0.4770186227804245,-0.10987698982333938,39.108,8.412,22.936
460,250,45.888,0.487955369595537,0.03300394450901646,37.46,8.008,22.452
470,250,43.764,0.5046087194954758,0.23101451084171182,35.34,7.78,21.032
480,250,45.776,0.5015854596295002,0.1048290799170138,35.188,8.148,21.628
490,250,43.96,0.4990988171064603,0.1260707863235433,33.808,7.812,21.288
500,250,45.004,0.4985750599946672,0.16849554000084993,34.16,8.088,21.496
