tick,population,mean_wealth,gini,moran_i,mean_age,avg_displacement,avg_exploration,utilitarian_welfare,average_welfare,rawlsian_welfare,nash_welfare,welfare_gini,gini_adjusted_welfare,atkinson_index_05,atkinson_adjusted_05,survival_rate,mean_lifespan_utilization,welfare_std,welfare_median,welfare_max,welfare_min
10,500,15.244,0.30882655471004994,0.09524379138142225,6.576,4.25,5.46,6804.720163590617,13.609440327181234,1.6013288855576973,11.60573230364506,0.2845106526470351,9.737409577534022,0.06959944083957226,12.662230890269894,1.0,0.0838641910975102,6.8485511847033544,12.918878878688634,35.0,1.6013288855576973
20,500,16.578,0.36295741343949817,0.07492960227691793,12.436,6.204,9.556,7413.276241701552,14.826552483403104,1.2599210498948732,11.81171103802302,0.3464546726974813,9.689824095533652,0.09929026312139144,13.35442018614289,1.0,0.15855312275096833,9.390479969541877,13.121132195354074,47.90615826801394,1.2599210498948732
30,500,18.894,0.3884608870540913,0.02907751518822521,17.504,7.5,13.006,8694.6575396251,17.3893150792502,1.3195079107728942,13.424648818117305,0.36998672938643007,10.955499266808287,0.11274325504212634,15.4287870942624,1.0,0.2224824478889774,11.985824832744218,14.827337887454407,58.39520528262573,1.3195079107728942
40,500,21.878,0.39671249657189867,0.012855328264114937,22.98,8.278,16.22,9950.493887917517,19.900987775835034,1.0,15.024736568172543,0.3890059482023991,12.159385155931973,0.12286278507701343,17.455896991912343,1.0,0.29245772916093415,14.580226323518568,15.861719895499338,68.88396039717809,1.0
50,500,24.534,0.42407255237629404,0.18425293026098474,28.94,9.128,19.664,11356.697262230191,22.713394524460384,1.4142135623730951,16.690044013447046,0.4027698032132787,13.565125081537913,0.13281030546378214,19.696821659547403,1.0,0.36956356279628916,17.257725102346573,17.530581496013916,81.3142054010245,1.4142135623730951
60,500,27.172,0.43863212130133955,0.11995323179590951,34.246,9.378,22.796,12833.841091299357,25.667682182598714,1.0,18.927780869630922,0.4098004817735075,15.149053658160486,0.1344714736518725,22.216111134276755,1.0,0.4353754988605271,20.001562421019617,18.364983035156254,94.11694852681954,1.0
70,500,28.526,0.4409564607726284,0.07603139189084776,36.496,9.078,23.53,13375.947563211439,26.751895126422877,1.0,19.43506793567286,0.4202494940963195,15.509424733425867,0.14134549926194373,22.970635153575476,1.0,0.4525137709285392,21.720367409875728,18.734993995195193,105.76388797694608,1.0
80,500,27.976,0.4468721761509866,0.20947160215295937,36.112,9.178,23.326,13181.054910414701,26.362109820829403,1.615394266202178,18.775439771367935,0.43502272717832,14.893992912397822,0.15104184263356946,22.38032817778281,1.0,0.4365130927387647,22.5716634442998,18.337746269642814,109.44404963267762,1.615394266202178
90,500,25.998,0.4498461420109239,0.1428159693673739,32.344,8.358,20.728,12149.83773874975,24.2996754774995,1.0,17.033484051796197,0.44260155843860627,13.544601241605836,0.15823673595992127,20.454574145054636,1.0,0.38676640986002325,22.166205387000556,17.159028586372656,119.03780911962383,1.0
100,500,22.734,0.4305887217383655,0.14709673659656397,25.664,7.432,16.688,10487.136456178974,20.97427291235795,1.189207115002721,15.358224299815834,0.4169551138008616,12.228942563295412,0.14183571008682994,17.9993720202787,1.0,0.31324262984395523,18.52998398299901,15.314819055025085,119.1217864204529,1.189207115002721
110,500,22.682,0.43760532580901157,0.0863422279649541,25.59,7.674,16.716,10329.464276894305,20.65892855378861,1.0,15.28127199744125,0.41008296452546333,12.187053888531233,0.13719321195463352,17.824663789953057,1.0,0.31740171648652027,17.849787039644287,15.716233645501712,116.05171261123206,1.0
